This file was created by CMPT_EP_CFP_OP_INV_NI_AC_RETS using the 202302 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on OP.

The portfolios are constructed at the end of June.  OP, operating profitability, is
operating profits (sales minus cost of goods sold, minus selling, general, and,
administrative expenses, minus interest expense) divided by book equity 
at the last fiscal year end of the prior calendar year.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

Please be aware that some of the value-weight averages of operating profitability for
deciles 1 and 10 are extreme. These are driven by extraordinary values of OP for
individual firms. We have spot checked the accounting data that produce the
extraordinary values and all the numbers we examined accurately reflect the
data in the firm's accounting statements.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weight Returns -- Monthly
,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
198304,    8.57,    7.18,    7.30,    8.92,    6.61,    7.46,    7.39,    7.48,    9.21,    8.19,    7.29,    5.86,    7.39,    7.53,    7.96,    6.82,    7.39,    7.53
198305,   11.62,    7.35,    7.76,   12.51,    8.42,    7.65,    5.32,    8.76,   13.26,   10.66,    8.40,    8.44,    7.75,    7.56,    5.51,    5.12,    8.73,    8.79
198306,    5.39,    4.53,    4.53,    6.01,    3.92,    4.02,    5.04,    4.48,    6.63,    4.51,    3.15,    4.77,    4.47,    3.63,    5.43,    4.66,    4.25,    4.63
198307,   -1.92,   -1.46,   -2.70,   -2.19,   -1.21,   -1.45,   -2.08,   -2.60,   -1.81,   -2.99,   -0.75,   -1.67,   -0.57,   -2.43,   -1.26,   -2.95,   -1.97,   -2.98
198308,   -4.61,   -2.13,   -2.68,   -5.11,   -1.98,   -2.80,   -1.60,   -3.04,   -5.65,   -4.01,   -2.48,   -1.48,   -2.74,   -2.87,   -1.46,   -1.74,   -2.69,   -3.24
198309,   -1.35,    2.11,    1.19,   -1.85,    1.54,    2.01,    2.21,    0.76,   -2.99,    0.47,    0.79,    2.31,    1.86,    2.17,    2.14,    2.29,    1.91,    0.08
198310,   -6.43,   -4.11,   -6.66,   -6.80,   -4.41,   -4.62,   -4.45,   -7.03,   -7.49,   -5.41,   -4.88,   -3.93,   -4.93,   -4.28,   -3.27,   -5.69,   -5.25,   -8.10
198311,    1.90,    4.35,    4.28,    1.54,    3.37,    4.79,    4.66,    4.05,    0.87,    2.89,    3.40,    3.35,    4.16,    5.49,    4.46,    4.87,    3.99,    4.09
198312,   -2.99,   -1.19,   -1.87,   -3.38,   -1.34,   -1.12,   -1.07,   -2.23,   -4.09,   -1.96,   -1.34,   -1.33,   -0.21,   -2.12,   -1.19,   -0.94,   -0.96,   -2.98
198401,    1.51,   -0.25,   -1.48,    1.89,    0.09,   -0.67,   -0.61,   -1.54,    2.18,    1.30,   -0.07,    0.26,   -0.67,   -0.67,    0.08,   -1.33,   -1.26,   -1.70
198402,   -5.60,   -5.20,   -6.33,   -5.64,   -5.15,   -5.59,   -4.98,   -6.75,   -6.12,   -4.70,   -5.40,   -4.89,   -5.09,   -6.13,   -4.74,   -5.23,   -6.02,   -7.18
198403,    0.82,    1.02,    0.56,    0.69,    1.23,    1.21,    0.66,    0.49,    0.23,    1.58,    1.37,    1.08,    1.75,    0.62,    0.57,    0.76,    0.92,    0.23
198404,   -3.31,   -0.72,   -0.90,   -3.62,   -1.58,   -0.51,   -0.89,   -0.85,   -4.62,   -1.65,   -2.04,   -1.12,   -0.64,   -0.37,   -0.76,   -1.03,    0.10,   -1.41
198405,   -5.42,   -4.18,   -4.37,   -5.53,   -4.12,   -4.49,   -4.20,   -4.54,   -6.08,   -4.46,   -4.96,   -3.25,   -4.36,   -4.63,   -4.48,   -3.91,   -4.34,   -4.67
198406,    0.65,    2.32,    3.15,    0.39,    1.68,    2.23,    3.51,    2.86,    0.06,    1.01,    1.70,    1.66,    1.42,    3.11,    3.13,    3.92,    3.67,    2.38
198407,   -6.43,   -3.12,   -3.33,   -7.13,   -3.42,   -3.35,   -2.77,   -3.57,   -7.56,   -6.19,   -3.85,   -2.83,   -3.45,   -3.25,   -2.88,   -2.66,   -2.70,   -4.03
198408,    7.97,   10.97,   11.22,    7.48,   10.37,   10.98,   10.60,   11.51,    7.02,    8.49,    9.78,   11.17,   10.60,   11.38,   10.75,   10.45,   11.08,   11.73
198409,   -0.77,    0.23,   -0.57,   -1.28,    0.80,    0.52,   -0.11,   -0.90,   -1.78,   -0.19,    1.10,    0.40,    0.67,    0.37,   -0.54,    0.32,   -0.21,   -1.26
198410,   -4.03,   -1.23,   -0.73,   -4.86,   -1.31,   -0.95,   -0.61,   -1.07,   -5.54,   -3.40,   -1.01,   -1.73,   -1.43,   -0.44,   -1.38,    0.16,   -0.36,   -1.43
198411,   -5.25,   -1.95,   -2.48,   -6.04,   -2.09,   -2.04,   -1.93,   -2.74,   -6.95,   -4.14,   -2.43,   -1.64,   -1.90,   -2.18,   -2.05,   -1.80,   -1.68,   -3.28
198412,   -0.79,    1.55,    1.93,   -1.08,    0.86,    1.39,    2.23,    1.65,   -1.66,    0.11,    0.26,    1.68,    1.01,    1.79,    1.78,    2.69,    2.34,    1.29
198501,   13.23,   11.67,   13.17,   13.63,   11.72,   11.83,   10.82,   14.29,   14.26,   12.34,   11.84,   11.55,   12.49,   11.15,   11.44,   10.18,   12.73,   15.09
198502,    5.80,    3.20,    4.65,    6.31,    3.92,    3.34,    3.54,    4.61,    7.01,    4.86,    4.00,    3.81,    3.29,    3.39,    2.34,    4.74,    3.22,    5.33
198503,   -1.56,   -0.85,   -1.48,   -1.55,   -1.79,   -0.64,   -1.10,   -1.30,   -0.68,   -3.33,   -1.60,   -2.04,   -0.64,   -0.63,   -0.26,   -1.96,   -1.21,   -1.35
198504,   -2.07,   -1.21,   -0.62,   -2.40,   -1.22,   -0.69,   -0.84,   -0.94,   -2.87,   -1.43,   -0.90,   -1.65,   -0.66,   -0.72,   -1.91,    0.24,    0.30,   -1.59
198505,    0.81,    3.70,    4.27,    0.21,    3.10,    3.60,    4.12,    4.36,   -0.16,    0.96,    2.90,    3.37,    3.43,    3.77,    4.19,    4.04,    4.36,    4.36
198506,   -1.25,    1.23,    1.51,   -1.55,   -0.08,    1.25,    2.29,    1.18,   -2.39,    0.12,   -0.23,    0.11,    0.69,    1.82,    2.19,    2.39,    2.34,    0.57
198507,    1.87,    1.63,    1.63,    1.94,    1.81,    1.57,    1.55,    1.55,    2.04,    1.71,    1.50,    2.07,    1.87,    1.22,    1.24,    1.84,    1.89,    1.34
198508,   -0.88,   -0.52,   -0.87,   -0.99,   -0.46,   -0.60,   -0.80,   -0.68,   -0.92,   -1.18,   -0.23,   -0.65,   -0.56,   -0.64,   -0.18,   -1.38,   -0.40,   -0.85
198509,   -6.77,   -4.50,   -5.84,   -7.10,   -5.15,   -4.47,   -4.48,   -6.05,   -7.42,   -6.31,   -4.99,   -5.28,   -4.66,   -4.26,   -3.61,   -5.28,   -4.90,   -6.78
198510,    0.14,    3.28,    3.36,   -0.19,    2.70,    3.37,    3.12,    3.38,   -0.96,    1.68,    1.86,    3.42,    4.03,    2.63,    2.91,    3.31,    5.25,    2.20
198511,    3.99,    6.19,    6.93,    3.66,    5.29,    6.74,    6.07,    7.42,    2.82,    5.68,    5.75,    4.90,    6.87,    6.59,    6.54,    5.64,    6.75,    7.84
198512,    2.12,    3.78,    3.89,    1.80,    4.04,    3.54,    4.16,    3.65,    1.36,    2.83,    3.81,    4.23,    3.39,    3.70,    3.77,    4.51,    3.20,    3.94
198601,    5.19,    2.19,    3.01,    5.85,    1.57,    2.53,    2.59,    3.08,    6.90,    3.42,    1.71,    1.44,    1.97,    3.18,    2.33,    2.82,    2.21,    3.62
198602,    5.37,    6.59,    7.43,    5.30,    5.78,    6.71,    7.31,    7.46,    5.95,    3.79,    5.75,    5.80,    6.78,    6.62,    7.27,    7.35,    6.88,    7.82
198603,    4.54,    4.92,    5.48,    4.82,    3.66,    4.96,    5.54,    5.55,    5.08,    4.24,    3.09,    4.14,    3.77,    6.32,    5.80,    5.29,    5.36,    5.68
198604,    1.14,    1.07,    1.88,    1.24,    0.51,    1.16,    1.52,    2.06,    1.93,   -0.31,    0.61,    0.44,    1.14,    1.18,    1.66,    1.39,    1.24,    2.58
198605,    2.72,    4.35,    4.41,    2.66,    4.24,    3.72,    4.44,    4.48,    2.72,    2.51,    3.06,    5.23,    4.48,    2.85,    4.68,    4.23,    4.48,    4.48
198606,    0.29,    0.92,    0.63,    0.52,   -0.04,    0.88,    0.55,    0.94,    0.83,   -0.16,   -0.86,    0.64,    1.49,    0.17,    1.34,   -0.17,    0.92,    0.96
198607,   -8.25,   -7.18,   -8.52,   -8.30,   -7.67,   -7.13,   -7.05,   -9.09,   -8.86,   -6.80,   -8.01,   -7.22,   -7.01,   -7.27,   -7.24,   -6.87,   -7.29,  -10.35
198608,    1.08,    3.74,    2.33,    0.69,    3.37,    3.58,    3.21,    2.17,   -0.16,    2.97,    2.74,    4.20,    3.76,    3.36,    3.64,    2.79,    3.02,    1.57
198609,   -5.61,   -5.92,   -7.50,   -5.52,   -5.43,   -5.80,   -7.35,   -7.52,   -5.71,   -5.03,   -5.98,   -4.72,   -5.98,   -5.59,   -7.28,   -7.43,   -7.24,   -7.72
198610,    2.24,    3.00,    4.11,    2.14,    2.63,    2.89,    4.08,    3.96,    1.99,    2.56,    2.66,    2.59,    2.63,    3.20,    3.58,    4.56,    3.87,    4.02
198611,   -1.43,    0.30,   -0.11,   -1.68,   -0.24,    0.30,    0.82,   -0.50,   -2.26,   -0.16,   -0.39,   -0.04,    0.26,    0.35,    0.63,    1.00,    0.48,   -1.18
198612,   -4.31,   -2.57,   -3.54,   -4.53,   -3.04,   -2.57,   -2.89,   -3.66,   -4.87,   -3.63,   -3.40,   -2.58,   -2.42,   -2.75,   -2.58,   -3.20,   -3.29,   -3.91
198701,   11.44,   11.28,   12.29,   11.43,   11.29,   11.29,   11.81,   12.33,   11.59,   11.03,   11.46,   11.07,   11.89,   10.58,   11.44,   12.16,   11.54,   12.87
198702,    9.35,    5.71,    7.70,    9.76,    6.67,    5.39,    7.14,    7.73,   10.66,    7.38,    7.67,    5.35,    4.74,    6.17,    6.67,    7.60,    7.17,    8.12
198703,    4.75,    2.84,    1.86,    5.40,    2.37,    2.77,    2.73,    1.68,    6.42,    2.78,    2.10,    2.74,    3.07,    2.41,    3.08,    2.38,    2.07,    1.41
198704,   -0.54,   -2.73,   -3.13,   -0.12,   -2.27,   -2.85,   -3.37,   -2.87,    0.41,   -1.50,   -2.22,   -2.34,   -2.85,   -2.85,   -2.87,   -3.86,   -3.40,   -2.51
198705,    0.84,    0.39,   -0.24,    0.64,    1.10,    0.64,   -0.27,   -0.16,    0.64,    0.63,    1.65,    0.36,    0.28,    1.07,   -0.09,   -0.45,   -0.35,   -0.04
198706,    2.21,    3.49,    3.38,    1.97,    3.17,    3.27,    4.19,    3.12,    1.66,    2.75,    3.20,    3.13,    3.88,    2.54,    4.28,    4.10,    3.81,    2.65
198707,    4.16,    3.69,    3.03,    4.10,    4.33,    3.59,    3.30,    2.93,    4.39,    3.29,    4.44,    4.20,    3.73,    3.43,    3.34,    3.27,    2.19,    3.38
198708,    0.29,    2.55,    3.24,    0.16,    0.95,    2.88,    3.66,    3.02,   -0.49,    2.03,    0.90,    1.02,    3.20,    2.49,    3.46,    3.80,    5.05,    1.79
198709,   -1.48,   -1.30,   -1.55,   -1.75,   -1.06,   -0.78,   -1.63,   -1.52,   -2.11,   -0.75,   -0.21,   -2.13,   -0.73,   -0.84,   -1.64,   -1.62,   -1.62,   -1.46
198710,  -29.93,  -26.04,  -28.68,  -30.56,  -26.90,  -25.83,  -26.70,  -29.20,  -31.10,  -29.05,  -27.02,  -26.74,  -26.15,  -25.46,  -25.78,  -27.36,  -27.45,  -30.27
198711,   -6.04,   -4.38,   -6.46,   -6.35,   -5.04,   -3.60,   -4.63,   -7.26,   -6.57,   -5.74,   -4.61,   -5.57,   -3.35,   -3.88,   -4.96,   -4.39,   -5.97,   -8.05
198712,    0.84,    6.63,    5.55,    0.01,    5.34,    6.37,    6.68,    5.42,   -0.97,    2.67,    4.67,    6.17,    6.18,    6.59,    7.76,    5.91,    6.90,    4.51
198801,    9.36,    6.00,    6.07,    9.71,    6.94,    5.86,    5.95,    6.26,   10.45,    7.70,    7.78,    5.90,    6.26,    5.40,    6.46,    5.58,    5.78,    6.56
198802,    5.58,    8.24,    8.04,    5.43,    6.27,    9.07,    7.54,    8.47,    5.44,    5.38,    6.26,    6.28,    8.72,    9.48,    8.40,    6.92,    7.76,    8.91
198803,    4.24,    3.08,    3.93,    4.25,    4.19,    3.22,    2.96,    3.89,    4.11,    4.64,    4.19,    4.19,    2.86,    3.62,    1.48,    4.02,    3.41,    4.18
198804,    1.85,    1.76,    0.92,    1.88,    1.87,    1.81,    1.20,    0.86,    1.95,    1.69,    1.76,    2.00,    1.37,    2.31,    1.35,    1.09,    1.06,    0.74
198805,   -1.64,   -1.23,   -1.55,   -1.70,   -1.43,   -1.08,   -1.43,   -1.57,   -1.91,   -1.16,   -1.37,   -1.52,   -0.69,   -1.52,   -1.30,   -1.53,   -1.10,   -1.85
198806,    4.32,    6.50,    6.24,    4.18,    5.53,    6.16,    6.58,    6.38,    3.58,    5.77,    4.94,    6.27,    6.59,    5.67,    7.57,    5.88,    6.63,    6.23
198807,    0.07,   -0.70,   -0.44,    0.22,   -0.60,   -0.65,   -0.44,   -0.61,    0.56,   -0.74,   -0.63,   -0.57,    0.05,   -1.33,   -0.96,   -0.04,   -0.07,   -1.05
198808,   -2.83,   -1.61,   -2.19,   -3.10,   -1.28,   -1.81,   -1.81,   -2.38,   -3.63,   -1.67,   -1.52,   -1.04,   -1.95,   -1.67,   -1.91,   -1.74,   -1.85,   -2.82
198809,    1.12,    3.29,    3.43,    1.00,    2.90,    2.46,    3.80,    3.31,    0.65,    1.95,    1.72,    4.10,    2.82,    2.12,    3.93,    3.70,    3.69,    3.00
198810,   -2.85,   -0.18,   -0.34,   -3.23,   -0.81,    0.22,   -0.25,   -0.44,   -3.58,   -2.29,   -0.98,   -0.63,    0.24,    0.21,   -0.44,   -0.10,    0.69,   -1.36
198811,   -4.78,   -3.20,   -3.41,   -4.82,   -3.75,   -3.59,   -3.05,   -3.47,   -5.59,   -2.72,   -4.59,   -2.92,   -3.87,   -3.33,   -2.78,   -3.27,   -3.61,   -3.36
198812,    1.95,    2.92,    3.46,    1.52,    3.51,    2.85,    3.05,    3.62,    0.85,    3.33,    4.05,    2.98,    2.50,    3.19,    2.98,    3.10,    2.99,    4.13
198901,    8.03,    5.01,    5.27,    8.39,    5.59,    5.20,    5.09,    5.23,    8.75,    7.43,    6.28,    4.91,    5.09,    5.32,    4.77,    5.35,    5.18,    5.28
198902,    0.54,    0.51,    0.62,    0.61,    0.22,    0.32,    1.00,    0.56,    0.81,    0.06,    0.23,    0.20,    0.49,    0.16,    1.28,    0.78,   -0.88,    1.75
198903,    1.71,    2.30,    2.32,    1.61,    2.16,    2.56,    2.64,    1.94,    1.33,    2.36,    2.16,    2.16,    3.08,    2.05,    1.97,    3.18,    1.53,    2.29
198904,    3.11,    3.66,    4.51,    3.09,    2.90,    3.78,    4.74,    4.39,    3.09,    3.10,    3.16,    2.63,    3.21,    4.32,    4.69,    4.79,    5.14,    3.76
198905,    2.77,    3.97,    3.88,    2.44,    4.16,    3.97,    3.63,    4.11,    2.57,    2.07,    4.39,    3.93,    3.52,    4.40,    4.02,    3.32,    3.14,    4.92
198906,   -1.70,   -0.69,   -1.41,   -1.68,   -0.97,   -0.65,   -1.20,   -1.59,   -1.76,   -1.47,   -1.81,   -0.13,   -0.48,   -0.82,   -1.45,   -1.00,   -1.32,   -1.82
198907,    1.64,    4.45,    4.89,    1.19,    3.89,    4.32,    4.76,    5.02,    0.72,    2.59,    3.62,    4.24,    3.66,    5.07,    4.93,    4.60,    4.52,    5.43
198908,    1.07,    1.96,    3.20,    0.98,    1.37,    1.99,    2.92,    3.23,    0.64,    2.00,    1.51,    1.20,    2.19,    1.75,    2.67,    3.15,    4.07,    2.53
198909,    0.63,   -0.21,    0.41,    0.70,   -0.14,   -0.20,   -0.18,    0.88,    1.14,   -0.65,    0.33,   -0.73,   -0.31,   -0.07,    0.26,   -0.59,   -0.12,    1.70
198910,   -5.06,   -4.69,   -5.08,   -5.12,   -4.49,   -4.60,   -4.81,   -5.45,   -5.34,   -4.50,   -4.76,   -4.14,   -4.17,   -5.10,   -5.40,   -4.27,   -5.16,   -5.70
198911,   -2.09,    0.50,   -0.07,   -2.33,   -0.33,    0.87,   -0.07,   -0.17,   -2.84,   -0.84,   -1.04,    0.59,    1.38,    0.30,   -0.32,    0.16,   -0.71,    0.29
198912,   -2.02,    0.23,   -0.01,   -2.39,   -0.28,    0.31,    0.31,   -0.13,   -2.98,   -0.64,   -0.44,   -0.08,    0.63,   -0.04,    0.38,    0.25,   -0.38,    0.07
199001,   -4.02,   -6.84,   -7.94,   -3.54,   -6.46,   -6.63,   -7.45,   -8.04,   -3.59,   -3.39,   -6.09,   -6.93,   -6.53,   -6.73,   -7.17,   -7.71,   -8.22,   -7.90
199002,    2.15,    2.32,    2.29,    2.30,    1.91,    2.32,    1.59,    2.90,    2.56,    1.54,    1.52,    2.42,    2.39,    2.25,    2.24,    0.99,    1.52,    4.07
199003,    2.94,    3.31,    3.30,    2.88,    2.83,    3.49,    3.62,    3.25,    2.96,    2.65,    3.16,    2.41,    2.70,    4.39,    3.84,    3.41,    2.79,    3.64
199004,   -2.08,   -2.77,   -2.06,   -1.74,   -3.02,   -2.87,   -2.59,   -1.96,   -1.27,   -3.07,   -3.53,   -2.35,   -3.20,   -2.51,   -2.96,   -2.26,   -2.23,   -1.73
199005,    4.60,    6.10,    7.09,    4.44,    5.62,    5.77,    7.02,    7.03,    4.23,    5.02,    5.30,    6.02,    4.29,    7.42,    6.80,    7.22,    6.25,    7.71
199006,    1.50,    0.64,   -0.19,    1.46,    0.88,    0.91,    0.48,   -0.34,    2.01,   -0.07,    1.66,   -0.12,    0.03,    1.90,    0.87,    0.12,   -1.05,    0.28
199007,   -2.50,   -2.85,   -3.41,   -2.60,   -2.03,   -3.14,   -2.58,   -3.93,   -2.31,   -3.42,   -2.04,   -2.01,   -3.26,   -3.04,   -2.97,   -2.23,   -4.31,   -3.66
199008,  -11.46,  -11.35,  -13.65,  -11.99,  -10.03,  -11.17,  -12.62,  -13.80,  -12.17,  -11.47,   -9.17,  -11.26,  -11.12,  -11.22,  -11.83,  -13.32,  -13.23,  -14.20
199009,   -7.66,   -7.01,   -9.50,   -7.74,   -6.46,   -7.36,   -8.49,   -9.71,   -7.77,   -7.65,   -7.36,   -5.18,   -6.22,   -8.34,   -7.89,   -9.01,   -9.37,   -9.96
199010,   -6.61,   -4.52,   -5.25,   -6.96,   -5.14,   -4.17,   -4.85,   -5.39,   -7.23,   -6.23,   -5.11,   -5.19,   -4.20,   -4.15,   -4.71,   -4.96,   -4.85,   -5.77
199011,    2.01,    6.06,    7.03,    1.57,    4.46,    5.84,    7.34,    6.87,    1.25,    2.45,    3.91,    5.23,    5.11,    6.46,    7.30,    7.38,    7.34,    6.53
199012,   -1.91,    2.18,    3.44,   -2.43,    0.07,    3.20,    3.04,    3.27,   -3.34,    0.03,    0.34,   -0.33,    2.54,    3.76,    2.16,    3.82,    4.43,    2.44
199101,    9.91,    8.77,    9.44,   10.42,    6.84,    9.89,    8.88,    9.81,   11.31,    8.07,    7.72,    5.58,    9.41,   10.30,    9.19,    8.61,   10.37,    9.41
199102,   14.87,   10.50,   12.57,   15.61,   11.70,   10.12,   11.66,   12.44,   16.96,   12.02,   11.73,   11.65,   10.39,    9.90,   10.30,   12.86,   10.99,   13.49
199103,    9.79,    6.06,    7.97,   10.41,    6.66,    6.63,    5.99,    8.46,   11.48,    7.59,    7.23,    5.86,    6.48,    6.76,    4.94,    6.90,    6.87,    9.61
199104,    4.58,    1.56,    2.11,    4.88,    2.48,    1.52,    1.73,    2.34,    6.08,    1.79,    3.32,    1.30,    2.62,    0.57,    1.88,    1.59,    2.94,    1.91
199105,    2.72,    3.34,    4.57,    2.69,    3.32,    3.07,    3.89,    4.67,    2.85,    2.28,    2.88,    3.95,    3.23,    2.94,    3.37,    4.33,    4.45,    4.83
199106,   -3.54,   -3.91,   -3.99,   -3.51,   -3.57,   -4.29,   -3.64,   -4.08,   -3.27,   -4.11,   -3.64,   -3.46,   -4.18,   -4.39,   -3.46,   -3.79,   -3.78,   -4.30
199107,    3.85,    3.21,    3.90,    3.78,    3.58,    3.02,    3.70,    4.06,    2.93,    5.72,    4.21,    2.84,    2.95,    3.09,    3.93,    3.48,    4.05,    4.07
199108,    3.61,    2.99,    3.40,    3.72,    3.27,    2.85,    2.54,    3.83,    4.12,    2.81,    3.07,    3.50,    1.77,    3.86,    2.78,    2.32,    3.79,    3.86
199109,    1.23,    0.76,    0.14,    1.59,    0.17,    0.77,   -0.08,    0.49,    2.13,    0.36,   -0.48,    0.94,    0.59,    0.93,    0.59,   -0.72,    0.67,    0.35
199110,    3.35,    2.42,    2.17,    3.49,    2.74,    2.36,    2.32,    2.05,    3.91,    2.54,    2.69,    2.80,    2.23,    2.49,    2.17,    2.48,    2.79,    1.50
199111,   -1.98,   -3.10,   -3.62,   -1.75,   -2.41,   -3.19,   -3.72,   -3.80,   -1.57,   -2.14,   -3.08,   -1.61,   -2.86,   -3.50,   -4.31,   -3.15,   -5.16,   -2.78
199112,    1.93,    6.28,    7.65,    1.30,    5.53,    6.01,    7.70,    7.25,    0.11,    3.90,    4.80,    6.39,    5.85,    6.16,    6.70,    8.67,    8.21,    6.52
199201,   22.31,    8.73,   10.56,   24.71,    9.32,    8.99,    9.85,   10.91,   29.27,   14.74,   11.44,    6.82,    7.82,   10.07,   10.02,    9.68,    7.86,   13.23
199202,    6.60,    3.83,    4.69,    6.77,    4.56,    4.18,    3.77,    5.10,    7.34,    5.53,    5.88,    3.00,    3.62,    4.70,    3.92,    3.64,    3.57,    6.26
199203,   -0.31,   -1.47,   -2.51,   -0.02,   -1.00,   -1.47,   -2.35,   -2.67,    0.48,   -1.10,   -1.59,   -0.29,   -0.96,   -1.94,   -2.59,   -2.11,   -2.67,   -2.67
199204,   -5.35,   -2.03,   -3.11,   -5.83,   -2.65,   -2.01,   -1.74,   -3.82,   -6.91,   -3.54,   -3.25,   -1.94,   -1.65,   -2.34,   -2.17,   -1.33,   -1.88,   -5.28
199205,    0.36,    0.48,   -0.22,    0.25,    1.14,    0.11,    0.47,   -0.57,   -0.02,    0.80,    0.85,    1.48,   -0.01,    0.22,    0.28,    0.65,    0.42,   -1.32
199206,   -5.41,   -3.02,   -4.64,   -5.62,   -3.53,   -3.08,   -4.22,   -4.53,   -5.83,   -5.18,   -4.52,   -2.37,   -3.38,   -2.81,   -3.51,   -4.90,   -4.32,   -4.70
199207,    1.23,    2.67,    4.04,    0.67,    3.25,    2.65,    3.21,    4.09,    0.48,    1.02,    3.60,    2.89,    2.08,    3.15,    2.50,    3.91,    4.07,    4.10
199208,   -3.92,   -2.06,   -1.81,   -4.02,   -3.04,   -1.43,   -1.94,   -2.02,   -5.11,   -2.09,   -3.46,   -2.62,   -0.93,   -1.87,   -2.66,   -1.23,   -0.72,   -2.89
199209,    0.61,    2.39,    1.75,    0.63,    1.58,    2.14,    1.74,    2.06,    0.44,    0.97,    0.52,    2.66,    1.62,    2.59,    2.60,    0.89,    2.20,    1.97
199210,    2.04,    1.94,    3.09,    1.63,    2.69,    1.94,    2.13,    3.48,    1.49,    1.89,    3.71,    1.65,    1.18,    2.61,    2.27,    2.00,    3.87,    3.21
199211,    8.17,    6.71,    8.04,    8.33,    7.03,    6.11,    7.73,    8.26,    8.76,    7.56,    7.54,    6.51,    6.08,    6.15,    8.04,    7.42,    7.83,    8.55
199212,    3.78,    3.78,    3.60,    3.95,    3.25,    4.27,    3.39,    3.61,    3.58,    4.59,    3.07,    3.44,    5.17,    3.48,    3.22,    3.57,    2.77,    4.17
199301,    7.74,    4.80,    4.87,    8.31,    5.95,    4.18,    3.99,    5.26,    9.56,    6.10,    5.40,    6.50,    3.25,    5.00,    4.18,    3.80,    4.76,    5.59
199302,   -1.41,   -0.99,   -2.18,   -1.56,   -0.80,   -0.52,   -1.66,   -2.53,   -2.52,    0.13,   -0.82,   -0.77,   -0.16,   -0.84,   -2.12,   -1.19,   -1.99,   -2.89
199303,    2.71,    2.73,    2.49,    2.42,    3.17,    3.18,    2.39,    2.47,    2.17,    2.86,    3.90,    2.42,    2.86,    3.47,    2.21,    2.56,    2.21,    2.64
199304,   -1.17,   -2.17,   -3.66,   -1.15,   -1.36,   -2.46,   -2.63,   -3.93,   -1.11,   -1.20,   -1.24,   -1.48,   -1.36,   -3.42,   -2.34,   -2.91,   -3.90,   -3.94
199305,    5.93,    3.98,    3.61,    6.54,    3.80,    3.70,    3.91,    3.64,    7.43,    5.02,    3.43,    4.18,    3.86,    3.56,    4.29,    3.53,    3.40,    3.79
199306,    2.29,    0.42,    0.55,    2.71,    0.45,    0.62,    0.19,    0.67,    3.16,    1.96,    0.60,    0.29,    0.14,    1.04,    0.16,    0.22,    0.73,    0.63
199307,    0.94,    1.29,   -0.03,    0.80,    1.37,    1.80,    0.27,   -0.08,    0.60,    1.26,    1.58,    1.15,    2.11,    1.42,    0.39,    0.12,   -0.91,    0.49
199308,    4.41,    3.78,    4.16,    4.39,    4.15,    3.95,    3.62,    4.29,    4.96,    3.11,    4.50,    3.77,    3.89,    4.02,    3.46,    3.82,    4.39,    4.22
199309,    3.08,    2.46,    2.26,    3.18,    3.13,    2.17,    1.97,    2.36,    3.36,    2.79,    2.60,    3.71,    2.49,    1.79,    1.94,    2.01,    2.30,    2.40
199310,    4.84,    2.48,    4.17,    5.39,    2.42,    2.64,    3.07,    4.16,    5.65,    4.79,    2.36,    2.49,    2.18,    3.19,    2.15,    4.20,    3.05,    4.92
199311,   -3.00,   -1.72,   -2.02,   -3.31,   -2.26,   -1.18,   -2.04,   -1.85,   -3.86,   -2.10,   -1.57,   -3.01,   -0.84,   -1.58,   -1.67,   -2.49,   -1.82,   -1.87
199312,   -0.36,    2.72,    2.40,   -0.99,    2.87,    2.99,    2.47,    2.03,   -1.51,    0.15,    2.55,    3.22,    2.68,    3.37,    1.71,    3.40,    1.58,    2.34
199401,    7.01,    3.17,    3.83,    7.44,    4.49,    3.22,    3.16,    3.74,    7.88,    6.48,    5.01,    3.91,    3.38,    3.03,    2.41,    4.07,    3.53,    3.89
199402,   -1.22,    0.42,   -0.38,   -1.24,   -0.66,    0.75,   -0.10,   -0.34,   -1.62,   -0.39,   -1.16,   -0.10,    1.39,   -0.01,    0.21,   -0.47,   -0.66,   -0.12
